LOCAL ID,COUNTY,MUNICIPALITY,ON,FROM,TO,APPROACH,DIRECTION,AADT YEAR,AADT,AADT CARS,AADT TRUCKS,LOCATION
534324,Erie,Buffalo,FERRY ST (WEST),LINWOOD AV,RT 5 MAIN ST,BETWEEN,2-WAY,2009,6178,5655,522,"(42.9153578475421, -78.865077495575)"
530150,Erie,Buffalo,KENSINGTON EXPWY,JEFFERSON AV,BEST ST,BETWEEN,2-WAY,1977,47000,,,"(42.899572324752, -78.8495877385139)"
534209,Erie,Buffalo,DELAVAN AVE (EAST),NORFOLK AV,OLYMPIC AV,,2-WAY,2017,9538,9270,267,"(42.922631, -78.818168)"
534234,Erie,Amherst,DODGE RD,RT 263 MILLERSPORT HWY,HOPKINS RD,,2-WAY,1981,2200,,,"(43.0237314714775, -78.7487936764956)"
534918,Erie,Amherst,YOUNGS RD,RT 5 MAIN ST,RT 324 SHERIDAN DR,,2-WAY,2010,17781,17542,238,"(42.970111, -78.724686)"
544337,Niagara,Lockport,RAPIDS RD,RT 78 TRANSIT RD,RAYMOND RD,,2-WAY,2007,5800,,,"(43.1112323695735, -78.6772678792477)"
530342,Erie,Evans,NYS THRUWAY,EDEN/ANGOLA (M57A),RT 75 CAMP RD (M57),BETWEEN,2-WAY,1991,22400,,,"(42.71221, -78.905525)"
530212,Erie,Buffalo,NIAGARA ST,TONAWANDA ST,AMHERST ST,BETWEEN,2-WAY,1991,10600,,,"(42.931793, -78.900418)"
530424,Erie,Concord,SPRINGVILLE RD,END OLAP RT 219,BUFFALO ST,BETWEEN,2-WAY,2002,13600,,,"(42.5087580503773, -78.670394718647)"
540322,Niagara,Lockport,N TRANSIT ST,NIAGARA ST,GRAND ST,,2-WAY,1982,4650,,,"(43.1721866518502, -78.6968560516834)"
549202,Niagara,Niagara Falls,47TH ST,NIAGARA FALLS BLVD,PACKARD RD,,2-WAY,2011,1250,,,"(43.093744831478, -79.0087860932541)"
534188,Erie,Buffalo,COMSTOCK AVE,KENSINGTON AV,E AMHERST ST,,1-WAY,2007,3500,,,"(42.937569, -78.817363)"
539515,Erie,Aurora,Davis Rd,Ellicott Rd,Mill Rd,,2-WAY,,,,,"(42.7301413553085, -78.6816278100014)"
534435,Erie,Buffalo,HIGH ST,RT 5 MAIN ST,MICHIGAN AV,,2-WAY,2006,4200,,,"(42.9003484343517, -78.8679528236389)"
533462,Erie,Amherst,I-290@Main St,,,,RAMP,2014,718,,,"(42.9598655767437, -78.7683248519897)"
534101,Erie,Lancaster,BOWEN RD,WILLIAM ST,CAYUGA CREEK BRIDGE,,2-WAY,2005,9000,,,"(42.8884679757851, -78.6428833007813)"
540078,Niagara,Hartland,COUNTY LINE RD,RT 104 RIDGE RD,HARTLAND-SOMERSET TOWNLINE RD,,2-WAY,1989,740,,,"(43.27821099053, -78.4646129608154)"
537022,Erie,Alden,TWO ROD RD,US 20 BROADWAY,WESTWOOD RD,BETWEEN,2-WAY,2010,1000,,,"(42.8988453271519, -78.5525706410408)"
530245,Erie,Orchard Park,SOUTHERN EXPWY,ARMOR DUELLS RD,RT 20A  BIG TREE RD,BETWEEN,2-WAY,1993,22500,,,"(42.7545989986206, -78.7623918056488)"
546073,Niagara,Wheatfield,NASH RD,RT 62 NF BLVD,STEIG RD,,2-WAY,2015,6722,,,"(43.089080423011, -78.8660377264023)"
535236,Erie,Hamburg,Allen St,Salisbury Ave,Grafton Ave,,2-WAY,2014,140,,,"(42.79175, -78.827575)"
540019,Niagara,Pendleton,CAMPBELL BLVD,BEAR RIDGE RD,BEACH RIDGE RD,,2-WAY,2009,6100,,,"(43.1038479723438, -78.7730093300343)"
534240,Erie,Buffalo,E AMHERST ST,MANHATTEN AV,PARKRIDGE AV,,2-WAY,1984,7200,,,"(42.940107, -78.826444)"
530343,Erie,Hamburg,NYS THRUWAY,RT 75 CAMP RD (M57),RT 179 MILESTRIP RD (M56),BETWEEN,2-WAY,1987,24600,,,"(42.7575058538549, -78.8276338577271)"
537029,Erie,North Collins,LANGFORD RD,US62,EAST VILL LN,BETWEEN,2-WAY,2019,564,491,72,"(42.595126, -78.938886)"
534126,Erie,Buffalo,BUSTI AVE,MASSACHUSETTS AV,RT 266 NIAGARA ST,,2-WAY,2006,14800,,,"(42.907071, -78.9003)"
530431,Erie,Tonawanda,NIAGARA THRUWAY,I-290 (N16),RIVER RD (N17),BETWEEN,2-WAY,1974,40900,,,"(42.991166, -78.922541)"
546128,Niagara,Niagara Falls,PACKARD RD,NEW RD,NIAGARA FALLS CITY LN,BETWEEN,2-WAY,2002,7500,,,"(43.1000624135607, -79.0005505084991)"
540268,Niagara,Lockport,LAKE AVE,LOCKPORT N CITY LN,START OLAP RT 104 RIDGE RD,,2-WAY,1997,10500,,,"(43.1944023733466, -78.675439953804)"
547023,Niagara,Wheatfield,WALMORE RD,LOCKPORT RD,WHEATFLD TN LN,,2-WAY,2018,3835,3576,258,"(43.1262862603707, -78.9309458434582)"
530902,Erie,Grand Island,SOUTH ST PKWY,BUSH RD,FIX RD,,2-WAY,1987,4000,,,"(42.979997960078, -78.9593088626862)"
530921,Erie,Hamburg,BIG TREE RD,RT 62 SOUTH PARK AV,RT 20 SOUTHWESTERN BLVD,,2-WAY,1982,4350,,,"(42.7717781885308, -78.8230741024017)"
532258,Erie,Buffalo,EXCHANGE ST,AMTRACK,CHICAGO,,2-WAY,2004,2400,,,"(42.8775537588397, -78.866863364418)"
544019,Niagara,Niagara Falls,77TH ST,FRONTIER AV,RT 62 NF BLVD,,2-WAY,1998,1700,,,"(43.0840911636566, -78.9760753512383)"
543020,Niagara,Niagara,I-190 @ Porter Rd / Packard Rd,,,,RAMP,2015,4358,,,"(43.108676, -78.992156)"
532065,Erie,Buffalo,JEFFERSON AVE,EAST DELAVAN ST,MAIN ST,,2-WAY,2009,3975,,,"(42.92335, -78.853972)"
535347,Erie,Buffalo,Parrish St,East St,Dead End,,2-WAY,2014,199,,,"(42.932979, -78.900075)"
540089,Niagara,Porter,CREEK RD,RT 93 YOUNGSTOWN-LOCKPORT RD,RT 18F LAKE RD,,2-WAY,2010,1400,,,"(43.2629747974989, -79.0089337527752)"
536235,Erie,Hamburg,WILLET RD,MCKINLEY PKWY,ABBOTT RD,,2-WAY,2013,5848,5769,78,"(42.804482, -78.805911)"
531119,Erie,Buffalo,S ELMWOOD AVE,W TUPPER ST,EDWARD ST,,2-WAY,2007,9600,,,"(42.895644, -78.876799)"
530601,Erie,HAMBURG/ORCHARD PARK,S WESTERN BLVD,RT 20A BIG TREE RD,RT 179 MILESTRIP RD,BETWEEN,2-WAY,2007,18300,,,"(42.7830039201578, -78.7669944763184)"
530174,Erie,Orchard Park,CHESTNUT RIDGE,CHESTNUT RIDGE PARK ENT,POWERS RD,BETWEEN,2-WAY,2004,4700,,,"(42.729826116526, -78.7490773200989)"
536034,Erie,Alden,TWO ROD RD,MARILLA TN LN,RT 20 BROADWAY,,2-WAY,2008,2750,,,"(42.8747321509486, -78.5522300004959)"
540061,Niagara,Porter,YOUNGTN-LKPT RD,RT 18 CREEK RD,CR 36 YOUNGSTOWN RD,,2-WAY,1975,1750,,,"(43.2578991256884, -79.0063387155533)"
534546,Erie,Grand Island,LOVE RD,SOUTH STATE PKWY,E RIVER RD,,2-WAY,1991,2300,,,"(42.9962778388556, -78.946046680212)"
546039,Niagara,Pendleton,BEAR RIDGE RD,RT 270 CAMPBELL BLVD,FEIGLE RD,,2-WAY,1996,4000,,,"(43.1038068475102, -78.745681643486)"
544196,Niagara,Niagara Falls,PORTAGE RD,CEDAR AV,11TH ST,,2-WAY,1976,17400,,,"(43.0979374629469, -79.0505388379097)"
534315,Erie,Buffalo,FERRY ST (EAST),WOHLERS AV,HUMBOLDT PKWY SB,,2-WAY,1983,6200,,,"(42.914722, -78.845649)"
534025,Erie,Buffalo,AMHERST ST,COLVIN AV,PARKSIDE AV,BETWEEN,2-WAY,1986,20900,,,"(42.941317, -78.853886)"
534348,Erie,Buffalo,FRANKLIN ST,W EAGLE ST,W HURON ST,,2-WAY,1993,6700,,,"(42.8865617017319, -78.8764715194702)"
540022,Niagara,Newfane,LKPT OLCOTT RD,EWINGS RD,Drake Settlement Rd,,2-WAY,1984,4000,,,"(43.2981549401346, -78.7118442356586)"
530449,Erie,Buffalo,CLINTON ST,FILLMORE AV,RT 62 BAILEY AV,BETWEEN,2-WAY,2003,5700,,,"(42.875878, -78.829951)"
530545,Erie,Buffalo,NIAGARA THRUWAY,RT 354 CLINTON ST (N2),RT 16 SENECA ST/RT 62 BAILEY AV (N3),BETWEEN,2-WAY,1989,55500,,,"(42.870948, -78.817828)"
534071,Erie,Buffalo,BERKSHIRE AVE,PARKRIDGE AV,RT 62 BAILEY AV,,1-WAY,2000,1900,,,"(42.9409125867435, -78.8160145282745)"
540346,Niagara,Cambria,RIDGE RD,RT 425 CAMBRIA-WILSON RD,START OLAP RT 93 PLANK RD,,2-WAY,1976,2100,,,"(43.2048884197486, -78.810973316431)"
534285,Erie,Tonawanda,ELLICOTT CRK RD,PARKER BLVD,RT 62 NF BLVD,,2-WAY,1998,8900,,,"(43.0168307270535, -78.8322257995605)"
540052,Niagara,Niagara Falls,BUFFALO AVE,RT 61 HYDE PARK BLVD,VETERANS DR,,2-WAY,1982,6050,,,"(43.0825494453891, -79.0226975083351)"
534925,Erie,Cheektowaga,BEACH RD,CLEVELAND DR,WEHRLE DR,,2-WAY,2011,7965,6951,1013,"(42.946443, -78.76034)"
540466,Niagara,Niagara Falls,BUFFALO AVE,VETERANS DR,PORTAGE RD,,2-WAY,1979,7450,,,"(43.0830568258238, -79.0365752577782)"
544170,Niagara,Niagara Falls,PACKARD RD,RT 61 HYDE PARK BLVD,39TH ST,,2-WAY,1995,4200,,,"(43.0896073371598, -79.0188297629356)"
530129,Erie,West Seneca,AURORA EXPWY,RT 16 SENECA ST,I-90 NYS THRUWAY,BETWEEN,2-WAY,1991,35600,,,"(42.8494818048311, -78.7851771712303)"
544051,Niagara,Lockport,DAY RD,N CANAL RD,SLAYTON SETTLEMENT RD,,2-WAY,2003,1400,,,"(43.200214, -78.649822)"
536430,Erie,Lancaster,HARRIS HILL RD,PLEASANT VIEW DR,RT 33 GENESEE ST,,2-WAY,1990,10100,,,"(42.9389146636613, -78.6772209405899)"
530322,Erie,Amherst,YOUNGMANN EXPWY,I-990,RT 263 MILLERSPORT HWY,BETWEEN,2-WAY,1991,88100,,,"(42.991998, -78.800983)"
534951,Erie,Eden,E CHURCH ST,RT 62 MAIN ST,JENNINGS RD,BETWEEN,2-WAY,2007,2500,,,"(42.652438, -78.889825)"
530375,Erie,Orchard Park,ORCHARD PK RD,MILESTRIP RD,RT 20 SOUTHWESTERN BLVD,BETWEEN,2-WAY,1989,11700,,,"(42.793149, -78.751679)"
530451,Erie,"CHEEKTOWAGA,WEST SENECA",CLINTON ST,BUFFALO CITY LN,RT 240 HARLEM RD,BETWEEN,2-WAY,1995,18400,,,"(42.8715252463023, -78.7907162711639)"
530256,Erie,Amherst,BAILEY AVE,RT 5 MAIN ST,RT 263 MILLERSPORT HWY,BETWEEN,2-WAY,1997,24400,,,"(42.9613887871982, -78.8138955831528)"
534393,Erie,Clarence,GOODRICH RD,RT 5 MAIN ST,GREINER RD,,2-WAY,1997,4800,,,"(42.9793386298009, -78.6373043060303)"
536463,Erie,Buffalo,S OGDEN ST,MINERAL SPRINGS RD,RT 354 CLINTON ST,,2-WAY,2006,6900,,,"(42.8675350385271, -78.8021421432495)"
534078,Erie,Buffalo,BIDWELL PKWY,ELMWOOD AV,LINCOLN PKWY,,2-WAY,2006,6100,,,"(42.9245817150946, -78.8753986358643)"
531007,Erie,Cheektowaga,AERO DR,ELLICOTT CREEK RD,YOUNGS RD,,2-WAY,2005,8500,,,"(42.946834, -78.729594)"
534881,Erie,Amherst,WEHRLE DR,RT 277 UNION RD,CAYUGA RD,,2-WAY,2007,14800,,,"(42.949594, -78.749135)"
544035,Niagara,Lockport,N CANAL RD,OLD NIAGARA RD,DAY RD,,2-WAY,2018,1193,1142,50,"(43.1893102326626, -78.6590221524239)"
534495,Erie,Buffalo,KENSINGTON AVE,RT 62 BAILEY AV,EGGERT RD,,2-WAY,1976,12300,,,"(42.939654, -78.809508)"
534819,Erie,Buffalo,SWAN ST,MAIN ST,WASHINGTON ST,,1-WAY,2014,2984,2916,67,"(42.881766, -78.875052)"
530473,Erie,Tonawanda,DELAWARE AVE,I-290 YOUNGMANN EXPWY,TONAWANDA S CITY LN,BETWEEN,2-WAY,2006,15200,,,"(43.0004150563142, -78.8751277327538)"
534784,Erie,West Seneca,SLADE AVE,THE SHOPS IN WS ENTRANCE,RT 240 ORCHARD PARK RD,,2-WAY,2000,10000,,,"(42.8339351227478, -78.7891414761543)"
534705,Erie,Lancaster,PLEASANT VW DR,RT 78 TRANSIT RD,HARRIS HILL RD,,2-WAY,2013,10045,,,"(42.9330795717155, -78.6880329251289)"
530476,Erie,Eden,GOWANDA RD,CR 32 EDEN  CENTER,START OLAP RT 75 SISSON HWY,BETWEEN,2-WAY,1986,3850,,,"(42.676504, -78.874605)"
544189,Niagara,Lockport,PLANK RD,JACKSON ST,LOCKPORT N CITY LN,,2-WAY,1995,2400,,,"(43.187153180153, -78.7054967880249)"
540921,Niagara,Wheatfield,WILLIAMS RD,LASALLE EXPWY,CAYUGA DR EXT,,2-WAY,2000,11400,,,"(43.085873788254, -78.9406245946884)"
540476,Niagara,Niagara Falls,BUFFALO AVE,I-190,RT 61 HYDE PARK BLVD,,2-WAY,2001,9300,,,"(43.0787664881529, -79.0066069364548)"
536440,Erie,West Seneca,RIDGE RD,LACKAWANNA CITY LINE,SLADE RD,,2-WAY,2017,22064,20209,1854,"(42.8281186159355, -78.7947124242783)"
540926,Niagara,Wheatfield,WILLIAMS RD,RT 265/384 RIVER RD,LASALLE EXPWY,,2-WAY,1980,9100,,,"(43.071852339307, -78.9404582977295)"
534445,Erie,Buffalo,HOPKINS ST,TIFFT ST,RT 62 SOUTH PARK AV,,2-WAY,2015,5104,4789,314,"(42.8517274410666, -78.8322687149048)"
531013,Erie,Buffalo,ELMWOOD AVE,NOTTINGHAM TERR,AMHERST ST,,2-WAY,1990,18600,,,"(42.9382421295139, -78.8786065578461)"
544103,Niagara,Niagara,LOCKPORT RD,MAYLE COURT,RT 265 MILITARY RD,,2-WAY,1984,6000,,,"(43.1202408717771, -78.9984610676765)"
540109,Niagara,Royalton,ROCHESTER RD,RT 77 CHESTNUT RIDGE RD,GASPORT RD,,2-WAY,2019,6716,5869,846,"(43.1943525099736, -78.5838988423347)"
530094,Erie,Buffalo,BAILEY AVE,RT 354 CLINTON ST,DINGENS ST,BETWEEN,2-WAY,1989,17800,,,"(42.874305114576, -78.8183641433716)"
543002,Niagara,Niagara Falls,I-190 @ R. Moses Pkwy / Buffalo Ave,,,,RAMP,2012,1905,,,"(43.076683, -78.990303)"
534344,Erie,Buffalo,FOREST AVE,ELMWOOD AV,LINCOLN PKWY,,2-WAY,1985,5600,,,"(42.927971, -78.874815)"
530937,Erie,West Seneca,RT 400 RAMP,RT 16 SENECA ST,RT 400 EXPWY,,2-WAY,2007,12600,,,"(42.8450178196069, -78.7830448150635)"
540137,Niagara,Lockport,WALNUT ST,RT 78 TRANSIT RD,WASHBURN ST,,2-WAY,2008,7950,,,"(43.1695145098449, -78.6889609694481)"
530021,Erie,Buffalo,RT 5,RIDGE RD,TIFFT ST,BETWEEN,2-WAY,1984,30300,,,"(42.8332093186813, -78.8535225391388)"
546027,Niagara,Niagara Falls,91ST ST,CAYUGA AV,LINDBERGH AV,,2-WAY,2009,3025,,,"(43.086044, -78.958029)"
534649,Erie,Buffalo,NORTHAMPTON ST,JEFFERSON AV,WOHLERS AV,BETWEEN,2-WAY,2016,1320,1297,22,"(42.907441, -78.852235)"
540332,Niagara,Royalton,AKRON RD,AKRON RD,ERIE COUNTY LN,,2-WAY,2011,1900,,,"(43.0944218297347, -78.5375770926476)"
534762,Erie,West Seneca,SENECA CREEK RD,RT 277 UNION RD,LEIN RD,,2-WAY,2013,2565,2457,107,"(42.8508189710925, -78.7193262577057)"
533111,Erie,Tonawanda,I-190 @ River Rd,,,,RAMP,2014,2590,,,"(42.9940149043501, -78.9276373386383)"
530543,Erie,Buffalo,NIAGARA THRUWAY,I-90 (M53),OGDEN ST (N1),BETWEEN,2-WAY,1988,33900,,,"(42.87609, -78.795834)"
530014,Erie,Buffalo,PEACE BRIDGE,USA,CANADA,,2-WAY,2009,16187,13126,3061,"(42.9068555816115, -78.9050853252411)"
540007,Niagara,Niagara,NIAGARA THRUWAY,RT 182 PORTER AV,RT 31 WITMER RD,,2-WAY,1983,16100,,,"(43.1153515886119, -78.9988501951065)"
541011,Niagara,Lockport,AKRON RD,LOCKPORT CITY LN,RT 93 DYSINGER RD,,2-WAY,2006,1300,,,"(43.139843, -78.614487)"
M4246W,Erie,Cheektowaga,NYS Thruway,Buffalo/Cheektowaga/Walden Ave (Exit 52),Buffalo/William St (Exit 52A),BETWEEN,WB,2012,49227,,,"(42.888773, -78.767675)"
534758,Erie,Sardinia,S PROTECTION RD,RT 16 OLEAN RD,DUTCHTOWN RD,,2-WAY,2010,557,521,35,"(42.5982793139456, -78.4949541091919)"
540325,Niagara,Lockport,CLINTON ST,MILL ST,LAKE AV,BETWEEN,2-WAY,2002,4800,,,"(43.181267, -78.682278)"
544107,Niagara,Wheatfield,LOCKPORT RD,WHEATFIELD TN LN,WALMORE RD,BETWEEN,2-WAY,1987,10300,,,"(43.1215173442484, -78.936582505703)"
534361,Erie,Amherst,GARRISON RD,WEHRLE DR,RT 5 MAIN ST,,2-WAY,2007,7700,,,"(42.9615301140915, -78.7380293011665)"
530241,Erie,Buffalo,MAIN ST,HERTEL AV,NF BLVD,BETWEEN,2-WAY,2003,25000,,,"(42.951066, -78.826001)"
530106,Erie,Buffalo,BAILEY AVE,RT 130 BROADWAY,WALDEN AV,BETWEEN,2-WAY,1990,15600,,,"(42.9014290770163, -78.8138607144356)"
540414,Niagara,Somerset,COUNTY LINE RD,HARTLAND-SOMERSET TOWNLINE RD,RT 18 LAKE RD,,2-WAY,1992,530,,,"(43.3224790687966, -78.4661740064621)"
540923,Niagara,Niagara Falls,NIAGARA ST,RT 384 S RAINBOW BLVD,3RD ST,,2-WAY,2010,7175,,,"(43.0882361756502, -79.0607285499573)"
536206,Erie,West Seneca,BORDEN RD,SENECA CREEK RD,RT 354 CLINTON ST,,2-WAY,1982,5000,,,"(42.8550033278762, -78.7086161971092)"
544205,Niagara,Lockport,RAYMOND RD,BARTZ/CROSBY RDS,RT 93 DYSINGER RD,,2-WAY,2011,3491,3390,100,"(43.1195967520922, -78.6698153614998)"
534904,Erie,Buffalo,WILLIAM ST,RT 62 BAILEY AV,BUFFALO CITY LN,,2-WAY,2008,9900,,,"(42.8847221896827, -78.8068735599518)"
534608,Erie,Buffalo,MINERAL SPRG RD,RT 16 SENECA ST,FRANK ST,,2-WAY,2008,7700,,,"(42.8591048235059, -78.8105428218842)"
530103,Erie,Brant,S WESTERN BLVD,RT 438 FLAT RD,RT 249,BETWEEN,2-WAY,2003,7000,,,"(42.579061, -79.077144)"
530549,Erie,Buffalo,NIAGARA THRUWAY,ELM/OAK STS (N6),RT 5 SKYWAY,BETWEEN,2-WAY,1989,53600,,,"(42.878983, -78.876193)"
540343,Niagara,Lewiston,LEWISTON RD,RT 265 MILITARY RD,RT 18 CREEK RD,,2-WAY,2014,19209,,,"(43.1634831769372, -79.0376347303391)"
544125,Niagara,Lockport,LOWER MTN RD,RT 270 CAMBRIA-LOCKPORT TOWN LINE RD,GOTHIC HILL RD,,2-WAY,2016,1321,1281,39,"(43.1839604852, -78.7468363344669)"
530044,Erie,Amherst,HARLEM RD,WEHRLE DR,RT 5 MAIN ST,BETWEEN,2-WAY,1978,10700,,,"(42.9567248175986, -78.784045279026)"
540012,Niagara,Niagara Falls,HYDE PARK BLVD,LOCKPORT RD,RT 31 COLLEGE AV,,2-WAY,1998,12200,,,"(43.1194479575231, -79.0349552035332)"
530126,Erie,Elma,AURORA EXPWY,JAMISON RD,RT 20/78 TRANSIT RD,BETWEEN,2-WAY,2006,27317,,,"(42.8207495016557, -78.6648395681228)"
544134,Niagara,Lockport,MARKET ST,MATT MURPHY WAY,COLD SPRINGS RD,,2-WAY,2011,1100,,,"(43.184274, -78.671156)"
534992,Erie,Orchard Park,WARD RD,OLD CHESTNUT RIDGE RD,SCHERFF RD,,2-WAY,2011,631,611,19,"(42.6960863097737, -78.7365943193436)"
530258,Erie,Amherst,SHERIDAN DR,START OLAP RT 62 NF BLVD,END OLAP RT 62 BAILEY AV,BETWEEN,2-WAY,1986,20100,,,"(42.9805218871317, -78.8184285163879)"
534076,Erie,Buffalo,BIDWELL PKWY,COLONIAL CIR,W DELEVAN AV,,2-WAY,2006,4500,,,"(42.920987, -78.88077)"
530018,Erie,Hamburg,LAKESHORE RD,WANAKAH/AMSDELL RD,CONNECT TO RT 75,BETWEEN,2-WAY,2014,20608,,,"(42.756116, -78.887003)"
534980,Erie,Tonawanda,KENMORE AVE,RT 324 GRAND ISLAND BLVD,SAWYER AVE,,2-WAY,1990,8100,,,"(42.9801667160958, -78.911552131176)"
536415,Erie,Amherst,YOUNGS RD,AERO DR,WEHRLE DR,,2-WAY,1992,13200,,,"(42.9519309248967, -78.7247335910797)"
533070,Erie,Buffalo,I-190 @ Smith St,,,,RAMP,2009,2713,2546,166,"(42.870289, -78.84436)"
534811,Erie,Buffalo,SUFFOLK ST,E DELEVAN AV,LANGFIELD DR,,2-WAY,2005,4700,,,"(42.924085, -78.810517)"
544230,Niagara,Niagara Falls,THIRD ST,RT 62 (SB) FERRY AV,RT 104 MAIN ST,,2-WAY,2010,4868,4688,179,"(43.0912840300882, -79.0593968331814)"
543028,Niagara,Lewiston,I-190 @ Lewiston,,,,RAMP,2014,822,,,"(43.152427, -79.03274)"
530188,Erie,Eden,GOWANDA RD,START OLAP RT 75 SISSON HWY,RT 391 END RT 75 OLAP,BETWEEN,2-WAY,1979,9650,,,"(42.714732, -78.84141)"
534053,Erie,Grand Island,BASE LINE RD,FIX RD,LOVE RD,,2-WAY,2017,5034,2904,2129,"(42.9906757712107, -78.9645928144455)"
544200,Niagara,Lewiston,RANSOMVILLE RD,MOORE RD,PORTER TN LN,,2-WAY,1986,2200,,,"(43.2179137906143, -78.9126223325729)"
530442,Erie,Hamburg,CAMP RD,LEGION DR,I-90,BETWEEN,2-WAY,1996,22700,,,"(42.735571, -78.84068)"
534831,Erie,Buffalo,TIFFT ST,RT 62 SOUTH PARK AV,MCKINLEY PKWY,,2-WAY,1985,5400,,,"(42.84695, -78.82104)"
536258,Erie,Boston,E HILLCROFT DR,BACKCREEK RD,BOSTON STATE RD,,2-WAY,2015,464,,,"(42.6443639864799, -78.7455471607132)"
540284,Niagara,Wilson,CAMBRIA-WILSN RD,CHESTNUT ST,RT 18 LAKE RD,,2-WAY,2001,3000,,,"(43.2656125733551, -78.8256812095642)"
534320,Erie,Buffalo,FERRY ST (WEST),GRANT ST,RICHMOND AV,,2-WAY,2005,6700,,,"(42.9153735622897, -78.886524438858)"
536118,Erie,Buffalo,KENSINGTON AVE,HUMBOLDT PKWY NB,FILLMORE AV,,2-WAY,1982,6000,,,"(42.927536, -78.844854)"
544221,Niagara,Lockport,SUNSET DR,UPPER MTN RD,NIAGARA ST EXT,,2-WAY,1985,3300,,,"(43.1780782531914, -78.7314927577972)"
534534,Erie,Buffalo,LINWOOD AVE,NORTH ST,SUMMER ST,,1-WAY,2009,2775,2731,43,"(42.9036649647913, -78.8705492019653)"
530001,Erie,Buffalo,SCAJAQUADA EXPWY,I-190,GRANT ST,BETWEEN,2-WAY,2005,37683,,,"(42.9321019505126, -78.8934605509262)"
533255,Erie,Buffalo,RT 198 - ELMWOOD AVE RAMP,,,,RAMP,2013,2156,,,"(42.934865, -78.872624)"
530342,Erie,Evans,NYS THRUWAY,EDEN/ANGOLA (M57A),RT 75 CAMP RD (M57),BETWEEN,2-WAY,2005,32000,,,"(42.71221, -78.905525)"
536211,Erie,Cheektowaga,AERO DR,HOLTZ RD,RT 78 TRANSIT RD,,2-WAY,1982,6500,,,"(42.942923, -78.707074)"
534797,Erie,Grand Island,STALEY RD,I-190,NY 324 GRAND ISLAND BLVD,,2-WAY,2000,9600,,,"(43.007235266081, -78.9512702822685)"
530270,Erie,Lancaster,TRANSIT RD,RT 20 BROADWAY,WALDEN AV,BETWEEN,2-WAY,2000,31500,,,"(42.9084704737306, -78.6968976259232)"
534225,Erie,Cheektowaga,DICK RD,DEPEW VILL LN,GENESEE ST,,2-WAY,1997,30300,,,"(42.9245502902923, -78.7418460845947)"
536468,Erie,Lancaster,AURORA ST,LANCASTER/ELMA TN LN,WILLIAM ST,BETWEEN,2-WAY,2005,6500,,,"(42.8716415989328, -78.6764135956764)"
540352,Niagara,Hartland,RIDGE RD,RT148 QUAKER RD,RT 271 STONE RD,,2-WAY,1997,4100,,,"(43.2435497873037, -78.5264030098915)"
M4565W,Chautauqua,Fredonia,I-90,Silver Creek/Irving (Exit 58),Dunkirk/Fredonia (Exit 59),BETWEEN,WB,2012,12289,,,"(42.540995, -79.120525)"
539386,Erie,Cheektowaga,Anderson Rd,Dale Rd,Walden Ave,,2-WAY,2013,6450,6060,389,"(42.908113, -78.771479)"
530034,Erie,Amherst,SHERIDAN DR,EVANS ST,YOUNGS RD,BETWEEN,2-WAY,1989,23100,,,"(42.9784634364289, -78.7306022644043)"
536327,Erie,Tonawanda,CREEKSIDE DR,TONAWANDA CITY LN,RT 62 NF BLVD,,2-WAY,2012,1997,1955,41,"(43.0230667276409, -78.8334140181541)"
530303,Erie,Buffalo,DELAWARE AVE,RT 198 SCAJAQUADA EXPWY,AMHERST ST,BETWEEN,2-WAY,1972,23800,,,"(42.937904, -78.867373)"
546103,Niagara,Lockport,PLANK RD,LOCKPORT N CITY LN,MILL ST,,2-WAY,2009,1400,,,"(43.1904346858382, -78.705518245697)"
530943,Erie,Cheektowaga,GENESEE ST,RT 277 UNION RD,DICK RD,,2-WAY,1991,12500,,,"(42.928162, -78.748673)"
540319,Niagara,Newfane,LKPT OLCOTT RD,END OLAP RT 104 RIDGE RD,EWINGS RD,,2-WAY,2007,6500,,,"(43.2504543021216, -78.6924397945404)"
540324,Niagara,Lockport,CLINTON ST,GOODING ST,MILL ST,,2-WAY,1981,8000,,,"(43.1772313215808, -78.6882662773132)"
534580,Erie,Buffalo,MCKINLEY PKWY,MCCLELLAN CIR,TIFFT ST,,2-WAY,1985,12500,,,"(42.8459381742364, -78.8171195983887)"
546063,Niagara,Hartland,JOHNSON CREEK RD,BRADLEY RD,SEAMAN RD,BETWEEN,2-WAY,2011,400,,,"(43.2772445276939, -78.5200404957009)"
540057,Niagara,Niagara Falls,NIA FALLS BLVD,RT 265 MILITARY RD,77TH ST,,2-WAY,2001,28700,,,"(43.088745467794, -78.9743989706039)"
534414,Erie,Buffalo,HAMPSHIRE ST,GRANT ST,W FERRY ST,,2-WAY,2003,3000,,,"(42.914799971409, -78.888498544693)"
540107,Niagara,Lewiston,SAUNDERS SETTLEMENT RD,RT 265 MILITARY RD,WALMORE RD,,2-WAY,1996,9600,,,"(43.1402815478637, -78.970448076725)"
540112,Niagara,Porter,LAKE RD (RT 18F),VILL OF YOUNGSTOWN/TN OF PORTER,TN OF PORTER RT 18,,2-WAY,1987,870,,,"(43.268003, -79.036632)"
530051,Erie,West Seneca,SENECA ST(RT 16),RT 400 EXPWY,RT 240 HARLEM RD,BETWEEN,2-WAY,1999,18300,,,"(42.8424258070311, -78.7885594367981)"
