,5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed
6109,19/02/2016 5:05,39,1,100
6110,19/02/2016 5:10,52,1,100
6111,19/02/2016 5:15,55,1,100
6112,19/02/2016 5:20,64,1,100
6113,19/02/2016 5:25,71,1,100
6114,19/02/2016 5:30,62,1,100
6115,19/02/2016 5:35,86,1,100
6116,19/02/2016 5:40,100,1,100
6117,19/02/2016 5:45,93,1,100
6118,19/02/2016 5:50,107,1,100
6119,19/02/2016 5:55,81,1,100
6120,19/02/2016 6:00,91,1,100
6121,19/02/2016 6:05,95,1,100
6122,19/02/2016 6:10,102,1,100
6123,19/02/2016 6:15,121,1,100
6124,19/02/2016 6:20,126,1,100
6125,19/02/2016 6:25,135,1,100
6126,19/02/2016 6:30,142,1,100
6127,19/02/2016 6:35,148,1,100
6128,19/02/2016 6:40,176,1,100
6129,19/02/2016 6:45,148,1,100
6130,19/02/2016 6:50,169,1,100
6131,19/02/2016 6:55,147,1,100
6132,19/02/2016 7:00,146,1,100
6133,19/02/2016 7:05,134,1,100
6134,19/02/2016 7:10,129,1,100
6135,19/02/2016 7:15,126,1,100
6136,19/02/2016 7:20,117,1,100
6137,19/02/2016 7:25,99,1,100
6138,19/02/2016 7:30,67,1,100
6139,19/02/2016 7:35,76,1,100
6140,19/02/2016 7:40,81,1,100
6141,19/02/2016 7:45,77,1,100
6142,19/02/2016 7:50,77,1,100
6143,19/02/2016 7:55,78,1,100
6144,19/02/2016 8:00,89,1,100
6145,19/02/2016 8:05,97,1,100
6146,19/02/2016 8:10,94,1,100
6147,19/02/2016 8:15,92,1,100
6148,19/02/2016 8:20,79,1,100
6149,19/02/2016 8:25,90,1,100
6150,19/02/2016 8:30,91,1,100
6151,19/02/2016 8:35,85,1,100
6152,19/02/2016 8:40,85,1,100
6153,19/02/2016 8:45,88,1,100
6154,19/02/2016 8:50,93,1,100
6155,19/02/2016 8:55,77,1,100
6156,19/02/2016 9:00,94,1,100
6157,19/02/2016 9:05,75,1,100
6158,19/02/2016 9:10,90,1,100
6159,19/02/2016 9:15,103,1,100
6160,19/02/2016 9:20,115,1,100
6161,19/02/2016 9:25,115,1,100
6162,19/02/2016 9:30,101,1,100
6163,19/02/2016 9:35,117,1,100
6164,19/02/2016 9:40,40,1,100
6165,19/02/2016 9:45,113,1,0
6166,19/02/2016 9:50,110,1,100
6167,19/02/2016 9:55,93,1,100
6168,19/02/2016 10:00,99,1,100
6169,19/02/2016 10:05,121,1,100
6170,19/02/2016 10:10,110,1,100
6171,19/02/2016 10:15,104,1,100
6172,19/02/2016 10:20,116,1,100
6173,19/02/2016 10:25,106,1,100
6174,19/02/2016 10:30,111,1,100
6175,19/02/2016 10:35,100,1,100
6176,19/02/2016 10:40,101,1,100
6177,19/02/2016 10:45,115,1,100
6178,19/02/2016 10:50,105,1,100
6179,19/02/2016 10:55,112,1,100
6180,19/02/2016 11:00,116,1,100
6181,19/02/2016 11:05,115,1,100
6182,19/02/2016 11:10,101,1,100
6183,19/02/2016 11:15,102,1,100
6184,19/02/2016 11:20,104,1,100
6185,19/02/2016 11:25,112,1,100
6186,19/02/2016 11:30,104,1,100
6187,19/02/2016 11:35,98,1,100
6188,19/02/2016 11:40,113,1,100
6189,19/02/2016 11:45,100,1,100
6190,19/02/2016 11:50,105,1,100
6191,19/02/2016 11:55,105,1,100
6192,19/02/2016 12:00,99,1,100
6193,19/02/2016 12:05,96,1,100
6194,19/02/2016 12:10,96,1,100
6195,19/02/2016 12:15,112,1,100
6196,19/02/2016 12:20,97,1,100
6197,19/02/2016 12:25,107,1,100
6198,19/02/2016 12:30,94,1,100
6199,19/02/2016 12:35,101,1,100
6200,19/02/2016 12:40,112,1,100
6201,19/02/2016 12:45,117,1,100
6202,19/02/2016 12:50,116,1,100
6203,19/02/2016 12:55,88,1,100
6204,19/02/2016 13:00,104,1,100
6205,19/02/2016 13:05,106,1,100
6206,19/02/2016 13:10,98,1,100
6207,19/02/2016 13:15,95,1,100
6208,19/02/2016 13:20,104,1,100
6209,19/02/2016 13:25,86,1,100
6210,19/02/2016 13:30,95,1,100
6211,19/02/2016 13:35,112,1,100
6212,19/02/2016 13:40,104,1,100
6213,19/02/2016 13:45,108,1,100
6214,19/02/2016 13:50,88,1,100
6215,19/02/2016 13:55,107,1,100
6216,19/02/2016 14:00,98,1,100
6217,19/02/2016 14:05,100,1,100
6218,19/02/2016 14:10,97,1,100
6219,19/02/2016 14:15,102,1,100
6220,19/02/2016 14:20,109,1,100
6221,19/02/2016 14:25,85,1,100
6222,19/02/2016 14:30,116,1,100
6223,19/02/2016 14:35,102,1,100
6224,19/02/2016 14:40,99,1,100
6225,19/02/2016 14:45,124,1,100
6226,19/02/2016 14:50,100,1,100
6227,19/02/2016 14:55,91,1,100
6228,19/02/2016 15:00,96,1,100
6229,19/02/2016 15:05,96,1,100
6230,19/02/2016 15:10,94,1,100
6231,19/02/2016 15:15,104,1,100
6232,19/02/2016 15:20,94,1,100
6233,19/02/2016 15:25,101,1,100
6234,19/02/2016 15:30,101,1,100
6235,19/02/2016 15:35,100,1,100
6236,19/02/2016 15:40,108,1,100
6237,19/02/2016 15:45,93,1,100
6238,19/02/2016 15:50,104,1,100
6239,19/02/2016 15:55,98,1,100
6240,19/02/2016 16:00,95,1,100
6241,19/02/2016 16:05,86,1,100
6242,19/02/2016 16:10,82,1,100
6243,19/02/2016 16:15,98,1,100
6244,19/02/2016 16:20,100,1,100
6245,19/02/2016 16:25,99,1,100
6246,19/02/2016 16:30,92,1,100
6247,19/02/2016 16:35,89,1,100
6248,19/02/2016 16:40,91,1,100
6249,19/02/2016 16:45,87,1,100
6250,19/02/2016 16:50,81,1,100
6251,19/02/2016 16:55,97,1,100
6252,19/02/2016 17:00,81,1,100
6253,19/02/2016 17:05,91,1,100
6254,19/02/2016 17:10,91,1,100
6255,19/02/2016 17:15,111,1,100
6256,19/02/2016 17:20,93,1,100
6257,19/02/2016 17:25,90,1,100
6258,19/02/2016 17:30,96,1,100
6259,19/02/2016 17:35,74,1,100
6260,19/02/2016 17:40,76,1,100
6261,19/02/2016 17:45,93,1,100
6262,19/02/2016 17:50,68,1,100
6263,19/02/2016 17:55,70,1,100
6264,19/02/2016 18:00,72,1,100
6265,19/02/2016 18:05,75,1,100
6266,19/02/2016 18:10,99,1,100
6267,19/02/2016 18:15,86,1,100
6268,19/02/2016 18:20,82,1,100
6269,19/02/2016 18:25,90,1,100
6270,19/02/2016 18:30,89,1,100
6271,19/02/2016 18:35,98,1,100
6272,19/02/2016 18:40,96,1,100
6273,19/02/2016 18:45,89,1,100
6274,19/02/2016 18:50,84,1,100
6275,19/02/2016 18:55,78,1,100
6276,19/02/2016 19:00,74,1,100
6277,19/02/2016 19:05,70,1,100
6278,19/02/2016 19:10,93,1,100
6279,19/02/2016 19:15,99,1,100
6280,19/02/2016 19:20,105,1,100
6281,19/02/2016 19:25,85,1,100
6282,19/02/2016 19:30,88,1,100
6283,19/02/2016 19:35,73,1,100
6284,19/02/2016 19:40,93,1,100
6285,19/02/2016 19:45,95,1,100
6286,19/02/2016 19:50,82,1,100
6287,19/02/2016 19:55,71,1,100
6288,19/02/2016 20:00,84,1,100
6289,19/02/2016 20:05,62,1,100
6290,19/02/2016 20:10,61,1,100
6291,19/02/2016 20:15,53,1,100
6292,19/02/2016 20:20,57,1,100
6293,19/02/2016 20:25,57,1,100
6294,19/02/2016 20:30,49,1,100
6295,19/02/2016 20:35,76,1,100
6296,19/02/2016 20:40,71,1,100
6297,19/02/2016 20:45,57,1,100
6298,19/02/2016 20:50,79,1,100
6299,19/02/2016 20:55,55,1,100
6300,19/02/2016 21:00,65,1,100
6301,19/02/2016 21:05,60,1,100
6302,19/02/2016 21:10,68,1,100
6303,19/02/2016 21:15,58,1,100
6304,19/02/2016 21:20,45,1,100
6305,19/02/2016 21:25,58,1,100
6306,19/02/2016 21:30,50,1,100
6307,19/02/2016 21:35,61,1,100
6308,19/02/2016 21:40,54,1,100
6309,19/02/2016 21:45,58,1,100
6310,19/02/2016 21:50,44,1,100
6311,19/02/2016 21:55,47,1,100
6312,19/02/2016 22:00,43,1,100
6313,19/02/2016 22:05,44,1,100
6314,19/02/2016 22:10,57,1,100
6315,19/02/2016 22:15,31,1,100
6316,19/02/2016 22:20,47,1,100
6317,19/02/2016 22:25,33,1,100
6318,19/02/2016 22:30,40,1,100
6319,19/02/2016 22:35,44,1,100
6320,19/02/2016 22:40,26,1,100
6321,19/02/2016 22:45,44,1,100
6322,19/02/2016 22:50,39,1,100
6323,19/02/2016 22:55,27,1,100
6324,19/02/2016 23:00,27,1,100
6325,19/02/2016 23:05,32,1,100
6326,19/02/2016 23:10,28,1,100
6327,19/02/2016 23:15,23,1,100
6328,19/02/2016 23:20,30,1,100
6329,19/02/2016 23:25,21,1,100
6330,19/02/2016 23:30,19,1,100
6331,19/02/2016 23:35,26,1,100
6332,19/02/2016 23:40,20,1,100
6333,19/02/2016 23:45,24,1,100
6334,19/02/2016 23:50,22,1,100
6335,19/02/2016 23:55,27,1,100
6336,22/02/2016 0:00,15,1,100
6337,22/02/2016 0:05,13,1,100
6338,22/02/2016 0:10,18,1,100
6339,22/02/2016 0:15,13,1,100
6340,22/02/2016 0:20,14,1,100
6341,22/02/2016 0:25,11,1,100
6342,22/02/2016 0:30,15,1,100
6343,22/02/2016 0:35,13,1,100
6344,22/02/2016 0:40,9,1,100
6345,22/02/2016 0:45,8,1,100
6346,22/02/2016 0:50,11,1,100
6347,22/02/2016 0:55,9,1,100
6348,22/02/2016 1:00,15,1,100
6349,22/02/2016 1:05,10,1,100
6350,22/02/2016 1:10,4,1,100
6351,22/02/2016 1:15,8,1,100
6352,22/02/2016 1:20,11,1,100
6353,22/02/2016 1:25,5,1,100
6354,22/02/2016 1:30,6,1,100
6355,22/02/2016 1:35,9,1,100
6356,22/02/2016 1:40,3,1,100
6357,22/02/2016 1:45,9,1,100
6358,22/02/2016 1:50,5,1,100
6359,22/02/2016 1:55,6,1,100
6360,22/02/2016 2:00,8,1,100
6361,22/02/2016 2:05,5,1,100
6362,22/02/2016 2:10,5,1,100
6363,22/02/2016 2:15,6,1,100
6364,22/02/2016 2:20,6,1,100
6365,22/02/2016 2:25,6,1,100
6366,22/02/2016 2:30,3,1,100
6367,22/02/2016 2:35,7,1,100
6368,22/02/2016 2:40,6,1,100
6369,22/02/2016 2:45,3,1,100
6370,22/02/2016 2:50,6,1,100
6371,22/02/2016 2:55,4,1,100
6372,22/02/2016 3:00,6,1,100
6373,22/02/2016 3:05,5,1,100
6374,22/02/2016 3:10,8,1,100
6375,22/02/2016 3:15,5,1,100
6376,22/02/2016 3:20,9,1,100
6377,22/02/2016 3:25,2,1,100
6378,22/02/2016 3:30,10,1,100
6379,22/02/2016 3:35,15,1,100
6380,22/02/2016 3:40,15,1,100
6381,22/02/2016 3:45,13,1,100
6382,22/02/2016 3:50,11,1,100
6383,22/02/2016 3:55,10,1,100
6384,22/02/2016 4:00,10,1,100
6385,22/02/2016 4:05,13,1,100
6386,22/02/2016 4:10,14,1,100
6387,22/02/2016 4:15,21,1,100
6388,22/02/2016 4:20,30,1,100
6389,22/02/2016 4:25,25,1,100
6390,22/02/2016 4:30,28,1,100
6391,22/02/2016 4:35,29,1,100
6392,22/02/2016 4:40,49,1,100
6393,22/02/2016 4:45,47,1,100
6394,22/02/2016 4:50,50,1,100
6395,22/02/2016 4:55,57,1,100
6396,22/02/2016 5:00,55,1,100
6397,22/02/2016 5:05,48,1,100
6398,22/02/2016 5:10,91,1,100
6399,22/02/2016 5:15,71,1,100
6400,22/02/2016 5:20,87,1,100
6401,22/02/2016 5:25,84,1,100
6402,22/02/2016 5:30,93,1,100
6403,22/02/2016 5:35,87,1,100
6404,22/02/2016 5:40,108,1,100
6405,22/02/2016 5:45,122,1,100
6406,22/02/2016 5:50,110,1,100
6407,22/02/2016 5:55,106,1,100
6408,22/02/2016 6:00,109,1,100
6409,22/02/2016 6:05,124,1,100
6410,22/02/2016 6:10,117,1,100
6411,22/02/2016 6:15,145,1,100
6412,22/02/2016 6:20,152,1,100
6413,22/02/2016 6:25,157,1,100
6414,22/02/2016 6:30,144,1,100
6415,22/02/2016 6:35,165,1,100
6416,22/02/2016 6:40,191,1,100
6417,22/02/2016 6:45,162,1,100
6418,22/02/2016 6:50,136,1,100
6419,22/02/2016 6:55,137,1,100
6420,22/02/2016 7:00,141,1,100
6421,22/02/2016 7:05,128,1,100
6422,22/02/2016 7:10,115,1,100
6423,22/02/2016 7:15,83,1,100
6424,22/02/2016 7:20,97,1,100
6425,22/02/2016 7:25,92,1,100
6426,22/02/2016 7:30,87,1,100
6427,22/02/2016 7:35,83,1,100
6428,22/02/2016 7:40,78,1,100
6429,22/02/2016 7:45,71,1,100
6430,22/02/2016 7:50,63,1,100
6431,22/02/2016 7:55,62,1,100
6432,22/02/2016 8:00,71,1,100
6433,22/02/2016 8:05,65,1,100
6434,22/02/2016 8:10,68,1,100
6435,22/02/2016 8:15,76,1,100
6436,22/02/2016 8:20,60,1,100
6437,22/02/2016 8:25,69,1,100
6438,22/02/2016 8:30,68,1,100
6439,22/02/2016 8:35,56,1,100
6440,22/02/2016 8:40,69,1,100
6441,22/02/2016 8:45,65,1,100
6442,22/02/2016 8:50,60,1,100
6443,22/02/2016 8:55,71,1,100
6444,22/02/2016 9:00,75,1,100
6445,22/02/2016 9:05,70,1,100
6446,22/02/2016 9:10,78,1,100
6447,22/02/2016 9:15,90,1,100
6448,22/02/2016 9:20,112,1,100
6449,22/02/2016 9:25,119,1,100
6450,22/02/2016 9:30,118,1,100
6451,22/02/2016 9:35,110,1,100
6452,22/02/2016 9:40,98,1,100
6453,22/02/2016 9:45,117,1,100
6454,22/02/2016 9:50,107,1,100
6455,22/02/2016 9:55,119,1,100
6456,22/02/2016 10:00,100,1,100
6457,22/02/2016 10:05,97,1,100
6458,22/02/2016 10:10,103,1,100
6459,22/02/2016 10:15,115,1,100
6460,22/02/2016 10:20,98,1,100
6461,22/02/2016 10:25,103,1,100
6462,22/02/2016 10:30,120,1,100
6463,22/02/2016 10:35,92,1,100
6464,22/02/2016 10:40,124,1,100
6465,22/02/2016 10:45,103,1,100
6466,22/02/2016 10:50,113,1,100
6467,22/02/2016 10:55,112,1,100
6468,22/02/2016 11:00,105,1,100
6469,22/02/2016 11:05,116,1,100
6470,22/02/2016 11:10,97,1,100
6471,22/02/2016 11:15,103,1,100
6472,22/02/2016 11:20,107,1,100
6473,22/02/2016 11:25,107,1,100
6474,22/02/2016 11:30,95,1,100
6475,22/02/2016 11:35,102,1,100
6476,22/02/2016 11:40,113,1,100
6477,22/02/2016 11:45,123,1,100
6478,22/02/2016 11:50,100,1,100
6479,22/02/2016 11:55,81,1,100
6480,22/02/2016 12:00,97,1,100
6481,22/02/2016 12:05,103,1,100
6482,22/02/2016 12:10,80,1,100
6483,22/02/2016 12:15,74,1,100
6484,22/02/2016 12:20,81,1,100
6485,22/02/2016 12:25,94,1,100
6486,22/02/2016 12:30,105,1,100
6487,22/02/2016 12:35,82,1,100
6488,22/02/2016 12:40,89,1,100
6489,22/02/2016 12:45,84,1,100
6490,22/02/2016 12:50,80,1,100
6491,22/02/2016 12:55,92,1,100
6492,22/02/2016 13:00,84,1,100
6493,22/02/2016 13:05,97,1,100
6494,22/02/2016 13:10,92,1,100
6495,22/02/2016 13:15,93,1,100
6496,22/02/2016 13:20,100,1,100
6497,22/02/2016 13:25,97,1,100
6498,22/02/2016 13:30,106,1,100
6499,22/02/2016 13:35,96,1,100
6500,22/02/2016 13:40,89,1,100
6501,22/02/2016 13:45,96,1,100
6502,22/02/2016 13:50,93,1,100
6503,22/02/2016 13:55,96,1,100
6504,22/02/2016 14:00,82,1,100
6505,22/02/2016 14:05,114,1,100
6506,22/02/2016 14:10,92,1,100
6507,22/02/2016 14:15,100,1,100
6508,22/02/2016 14:20,110,1,100
6509,22/02/2016 14:25,100,1,100
6510,22/02/2016 14:30,94,1,100
6511,22/02/2016 14:35,106,1,100
6512,22/02/2016 14:40,103,1,100
6513,22/02/2016 14:45,106,1,100
6514,22/02/2016 14:50,113,1,100
6515,22/02/2016 14:55,101,1,100
6516,22/02/2016 15:00,96,1,100
6517,22/02/2016 15:05,99,1,100
6518,22/02/2016 15:10,89,1,100
6519,22/02/2016 15:15,87,1,100
6520,22/02/2016 15:20,100,1,100
6521,22/02/2016 15:25,97,1,100
6522,22/02/2016 15:30,103,1,100
6523,22/02/2016 15:35,114,1,100
6524,22/02/2016 15:40,112,1,100
6525,22/02/2016 15:45,105,1,100
6526,22/02/2016 15:50,106,1,100
6527,22/02/2016 15:55,130,1,100
6528,22/02/2016 16:00,92,1,100
6529,22/02/2016 16:05,94,1,100
6530,22/02/2016 16:10,95,1,100
6531,22/02/2016 16:15,103,1,100
6532,22/02/2016 16:20,91,1,100
6533,22/02/2016 16:25,88,1,100
6534,22/02/2016 16:30,94,1,100
6535,22/02/2016 16:35,88,1,100
6536,22/02/2016 16:40,80,1,100
6537,22/02/2016 16:45,116,1,100
6538,22/02/2016 16:50,87,1,100
6539,22/02/2016 16:55,91,1,100
6540,22/02/2016 17:00,96,1,100
6541,22/02/2016 17:05,100,1,100
6542,22/02/2016 17:10,94,1,100
6543,22/02/2016 17:15,104,1,100
6544,22/02/2016 17:20,98,1,100
6545,22/02/2016 17:25,98,1,100
6546,22/02/2016 17:30,85,1,100
6547,22/02/2016 17:35,78,1,100
6548,22/02/2016 17:40,73,1,100
6549,22/02/2016 17:45,66,1,100
6550,22/02/2016 17:50,99,1,100
6551,22/02/2016 17:55,75,1,100
6552,22/02/2016 18:00,70,1,100
6553,22/02/2016 18:05,68,1,100
6554,22/02/2016 18:10,70,1,100
6555,22/02/2016 18:15,86,1,100
6556,22/02/2016 18:20,77,1,100
6557,22/02/2016 18:25,65,1,100
6558,22/02/2016 18:30,78,1,100
6559,22/02/2016 18:35,80,1,100
6560,22/02/2016 18:40,73,1,100
6561,22/02/2016 18:45,67,1,100
6562,22/02/2016 18:50,74,1,100
6563,22/02/2016 18:55,72,1,100
6564,22/02/2016 19:00,87,1,100
6565,22/02/2016 19:05,62,1,100
6566,22/02/2016 19:10,76,1,100
6567,22/02/2016 19:15,68,1,100
6568,22/02/2016 19:20,71,1,100
6569,22/02/2016 19:25,59,1,100
6570,22/02/2016 19:30,65,1,100
6571,22/02/2016 19:35,76,1,100
6572,22/02/2016 19:40,56,1,100
6573,22/02/2016 19:45,59,1,100
6574,22/02/2016 19:50,54,1,100
6575,22/02/2016 19:55,66,1,100
6576,22/02/2016 20:00,41,1,100
6577,22/02/2016 20:05,58,1,100
6578,22/02/2016 20:10,58,1,100
6579,22/02/2016 20:15,40,1,100
6580,22/02/2016 20:20,54,1,100
6581,22/02/2016 20:25,46,1,100
6582,22/02/2016 20:30,43,1,100
6583,22/02/2016 20:35,49,1,100
6584,22/02/2016 20:40,38,1,100
6585,22/02/2016 20:45,45,1,100
6586,22/02/2016 20:50,39,1,100
6587,22/02/2016 20:55,37,1,100
6588,22/02/2016 21:00,49,1,100
6589,22/02/2016 21:05,43,1,100
6590,22/02/2016 21:10,45,1,100
6591,22/02/2016 21:15,41,1,100
6592,22/02/2016 21:20,41,1,100
6593,22/02/2016 21:25,33,1,100
6594,22/02/2016 21:30,38,1,100
6595,22/02/2016 21:35,51,1,100
6596,22/02/2016 21:40,26,1,100
6597,22/02/2016 21:45,39,1,100
6598,22/02/2016 21:50,32,1,100
6599,22/02/2016 21:55,34,1,100
6600,22/02/2016 22:00,31,1,100
6601,22/02/2016 22:05,30,1,100
6602,22/02/2016 22:10,26,1,100
6603,22/02/2016 22:15,25,1,100
6604,22/02/2016 22:20,26,1,100
6605,22/02/2016 22:25,22,1,100
6606,22/02/2016 22:30,23,1,100
6607,22/02/2016 22:35,20,1,100
6608,22/02/2016 22:40,19,1,100
6609,22/02/2016 22:45,20,1,100
6610,22/02/2016 22:50,16,1,100
6611,22/02/2016 22:55,20,1,100
6612,22/02/2016 23:00,17,1,100
6613,22/02/2016 23:05,14,1,100
6614,22/02/2016 23:10,13,1,100
6615,22/02/2016 23:15,15,1,100
6616,22/02/2016 23:20,16,1,100
6617,22/02/2016 23:25,10,1,100
6618,22/02/2016 23:30,15,1,100
6619,22/02/2016 23:35,16,1,100
6620,22/02/2016 23:40,15,1,100
6621,22/02/2016 23:45,14,1,100
6622,22/02/2016 23:50,9,1,100
6623,22/02/2016 23:55,11,1,100
6624,24/02/2016 0:00,15,1,100
6625,24/02/2016 0:05,9,1,100
6626,24/02/2016 0:10,12,1,100
6627,24/02/2016 0:15,8,1,100
6628,24/02/2016 0:20,9,1,100
6629,24/02/2016 0:25,9,1,100
6630,24/02/2016 0:30,6,1,100
6631,24/02/2016 0:35,4,1,100
6632,24/02/2016 0:40,7,1,100
6633,24/02/2016 0:45,7,1,100
6634,24/02/2016 0:50,8,1,100
6635,24/02/2016 0:55,7,1,100
6636,24/02/2016 1:00,7,1,100
6637,24/02/2016 1:05,9,1,100
6638,24/02/2016 1:10,4,1,100
6639,24/02/2016 1:15,5,1,100
6640,24/02/2016 1:20,4,1,100
6641,24/02/2016 1:25,5,1,100
6642,24/02/2016 1:30,3,1,100
6643,24/02/2016 1:35,5,1,100
6644,24/02/2016 1:40,4,1,100
6645,24/02/2016 1:45,3,1,100
6646,24/02/2016 1:50,7,1,100
6647,24/02/2016 1:55,6,1,100
6648,24/02/2016 2:00,4,1,100
6649,24/02/2016 2:05,0,1,100
6650,24/02/2016 2:10,2,1,100
6651,24/02/2016 2:15,4,1,100
6652,24/02/2016 2:20,3,1,100
6653,24/02/2016 2:25,5,1,100
6654,24/02/2016 2:30,4,1,100
6655,24/02/2016 2:35,5,1,100
6656,24/02/2016 2:40,0,1,100
6657,24/02/2016 2:45,5,1,100
6658,24/02/2016 2:50,2,1,100
6659,24/02/2016 2:55,2,1,100
6660,24/02/2016 3:00,1,1,100
6661,24/02/2016 3:05,5,1,100
6662,24/02/2016 3:10,2,1,100
6663,24/02/2016 3:15,2,1,100
6664,24/02/2016 3:20,6,1,100
6665,24/02/2016 3:25,6,1,100
6666,24/02/2016 3:30,10,1,100
6667,24/02/2016 3:35,5,1,100
6668,24/02/2016 3:40,10,1,100
6669,24/02/2016 3:45,6,1,100
6670,24/02/2016 3:50,13,1,100
6671,24/02/2016 3:55,5,1,100
6672,24/02/2016 4:00,7,1,100
6673,24/02/2016 4:05,11,1,100
6674,24/02/2016 4:10,12,1,100
6675,24/02/2016 4:15,10,1,100
6676,24/02/2016 4:20,11,1,100
6677,24/02/2016 4:25,19,1,100
6678,24/02/2016 4:30,24,1,100
6679,24/02/2016 4:35,26,1,100
6680,24/02/2016 4:40,31,1,100
6681,24/02/2016 4:45,38,1,100
6682,24/02/2016 4:50,45,1,100
6683,24/02/2016 4:55,44,1,100
6684,24/02/2016 5:00,52,1,100
6685,24/02/2016 5:05,59,1,100
6686,24/02/2016 5:10,60,1,100
6687,24/02/2016 5:15,66,1,100
6688,24/02/2016 5:20,68,1,100
6689,24/02/2016 5:25,70,1,100
6690,24/02/2016 5:30,86,1,100
6691,24/02/2016 5:35,92,1,100
6692,24/02/2016 5:40,100,1,100
6693,24/02/2016 5:45,104,1,100
6694,24/02/2016 5:50,115,1,100
6695,24/02/2016 5:55,93,1,100
6696,24/02/2016 6:00,116,1,100
6697,24/02/2016 6:05,110,1,100
6698,24/02/2016 6:10,107,1,100
6699,24/02/2016 6:15,138,1,100
6700,24/02/2016 6:20,161,1,100
6701,24/02/2016 6:25,157,1,100
6702,24/02/2016 6:30,137,1,100
6703,24/02/2016 6:35,183,1,100
6704,24/02/2016 6:40,178,1,100
6705,24/02/2016 6:45,172,1,100
6706,24/02/2016 6:50,146,1,100
6707,24/02/2016 6:55,139,1,100
6708,24/02/2016 7:00,121,1,100
6709,24/02/2016 7:05,127,1,100
6710,24/02/2016 7:10,88,1,100
6711,24/02/2016 7:15,94,1,100
6712,24/02/2016 7:20,89,1,100
6713,24/02/2016 7:25,79,1,100
6714,24/02/2016 7:30,88,1,100
6715,24/02/2016 7:35,88,1,100
6716,24/02/2016 7:40,76,1,100
6717,24/02/2016 7:45,73,1,100
6718,24/02/2016 7:50,79,1,100
6719,24/02/2016 7:55,74,1,100
6720,24/02/2016 8:00,69,1,100
6721,24/02/2016 8:05,56,1,100
6722,24/02/2016 8:10,63,1,100
6723,24/02/2016 8:15,50,1,100
6724,24/02/2016 8:20,70,1,100
6725,24/02/2016 8:25,67,1,100
6726,24/02/2016 8:30,75,1,100
6727,24/02/2016 8:35,70,1,100
6728,24/02/2016 8:40,63,1,100
6729,24/02/2016 8:45,73,1,100
6730,24/02/2016 8:50,74,1,100
6731,24/02/2016 8:55,80,1,100
6732,24/02/2016 9:00,71,1,100
6733,24/02/2016 9:05,78,1,100
6734,24/02/2016 9:10,73,1,100
6735,24/02/2016 9:15,97,1,100
6736,24/02/2016 9:20,91,1,100
6737,24/02/2016 9:25,118,1,100
6738,24/02/2016 9:30,121,1,100
6739,24/02/2016 9:35,108,1,100
6740,24/02/2016 9:40,119,1,100
6741,24/02/2016 9:45,107,1,100
6742,24/02/2016 9:50,100,1,100
6743,24/02/2016 9:55,109,1,100
6744,24/02/2016 10:00,101,1,100
6745,24/02/2016 10:05,121,1,100
6746,24/02/2016 10:10,107,1,100
6747,24/02/2016 10:15,114,1,100
6748,24/02/2016 10:20,114,1,100
6749,24/02/2016 10:25,113,1,100
6750,24/02/2016 10:30,108,1,100
6751,24/02/2016 10:35,119,1,100
6752,24/02/2016 10:40,113,1,100
6753,24/02/2016 10:45,120,1,100
6754,24/02/2016 10:50,118,1,100
6755,24/02/2016 10:55,106,1,100
6756,24/02/2016 11:00,131,1,100
6757,24/02/2016 11:05,101,1,100
6758,24/02/2016 11:10,81,1,100
6759,24/02/2016 11:15,103,1,100
6760,24/02/2016 11:20,115,1,100
6761,24/02/2016 11:25,103,1,100
6762,24/02/2016 11:30,120,1,100
6763,24/02/2016 11:35,126,1,100
6764,24/02/2016 11:40,98,1,100
6765,24/02/2016 11:45,98,1,100
6766,24/02/2016 11:50,92,1,100
6767,24/02/2016 11:55,84,1,100
6768,24/02/2016 12:00,106,1,100
6769,24/02/2016 12:05,103,1,100
6770,24/02/2016 12:10,110,1,100
6771,24/02/2016 12:15,101,1,100
6772,24/02/2016 12:20,97,1,100
6773,24/02/2016 12:25,109,1,100
6774,24/02/2016 12:30,99,1,100
6775,24/02/2016 12:35,92,1,100
6776,24/02/2016 12:40,93,1,100
6777,24/02/2016 12:45,111,1,100
6778,24/02/2016 12:50,91,1,100
6779,24/02/2016 12:55,84,1,100
6780,24/02/2016 13:00,70,1,100
6781,24/02/2016 13:05,89,1,100
6782,24/02/2016 13:10,91,1,100
6783,24/02/2016 13:15,94,1,100
6784,24/02/2016 13:20,103,1,100
6785,24/02/2016 13:25,105,1,100
6786,24/02/2016 13:30,89,1,100
6787,24/02/2016 13:35,95,1,100
6788,24/02/2016 13:40,100,1,100
6789,24/02/2016 13:45,96,1,100
6790,24/02/2016 13:50,102,1,100
6791,24/02/2016 13:55,103,1,100
6792,24/02/2016 14:00,112,1,100
6793,24/02/2016 14:05,91,1,100
6794,24/02/2016 14:10,89,1,100
6795,24/02/2016 14:15,106,1,100
6796,24/02/2016 14:20,121,1,100
6797,24/02/2016 14:25,106,1,100
6798,24/02/2016 14:30,101,1,100
6799,24/02/2016 14:35,107,1,100
6800,24/02/2016 14:40,114,1,100
6801,24/02/2016 14:45,121,1,100
6802,24/02/2016 14:50,118,1,100
6803,24/02/2016 14:55,97,1,100
6804,24/02/2016 15:00,100,1,100
6805,24/02/2016 15:05,97,1,100
